"state","office_name_clean","landing_site_clean","GOC_mel.est","final_lat","final_lon","final_lat.lon_level","final_lat.lon_source","ecorgn","location","OHI.region_geo.est","OHI_state.assign","OHI_region_est","GOC_region.assign","GOC_state.assign","GOC_est"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","EL DATIL","no",27.2785573611111,-112.856470555556,"state_office_site","Hem's state.site.office key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","MUELLE PROD. PESQ. MATANCITAS","no",25.147,-111.998,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","MEXICALI","LA SALINA","no",32.0532993055556,-116.878805416667,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN CARLITOS","no",26.1,-112,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","PUERTO LIBERTAD","yes",29.909,-112.673,"state_site","Mel's state.site key","Midriff_Region","land","Region_6",NA,"Region_6","yes",NA,"yes"
"BAJA CALIFORNIA","SAN FELIPE","SANTA ROSALILLITA","no",28.6602,-114.2554,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LORETO","PUNTA BOTELLA","yes",26.238,-111.383,"state_site","Mel's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","EL CARDON","no",26.7842,-113.1501,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","CABO TOSCO","no",24.3100061,-111.7117283,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","EL DELGADITO","yes",26.6404,-111.8285,"state_site","Mel's state.site key","Central_Gulf","sea","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","EL CAMPITO","no",27.7,-114.9,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LORETO","yes",26.0124380592593,-111.344695477778,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"NAYARIT","PENITA JALTEMBA","LA NUEVA ""U""",NA,21.1623836658869,-105.21154039308,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SONORA","CD. OBREGON","LA MANGA","yes",27.9786543518519,-111.123608240741,"state_site","Hem's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA","SAN QUINTIN","PUERTECITOS","yes",30.3488268055556,-114.641262777778,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","BAHIA ASUNCION","SANTA ROSALIA","yes",27.3368683333333,-112.268274722222,"state_site","Hem's state.site key","Central_Gulf","land","Region_3",NA,"Region_3","yes",NA,"yes"
"NAYARIT","SANTIAGO IXCUINTLA","CRUZ HUANACAXTLE, LA",NA,21.9838665077391,-104.896760868459,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SONORA","HERMOSILLO","REC PORTUARIO","yes",27.92,-110.9,"state_site","Mel's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","CANAL PUNTA EUGENIA","no",27.8583,-115.0869,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO LIBERTAD","LA CHOYA","yes",31.3423,-113.64,"state_site","Mel's state.site key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SINALOA","LA REFORMA","LAS LAJITAS",NA,25.7502895486111,-108.059291979167,"state_site","Hem's state.site key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","BAHIA BLANCA","no",29.102,-114.699,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","SAN QUINTIN","VARADERO DEL CARDON","no",28.3545,-114.0755,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","ESTERO LAS BALSAS","no",24.7872,-112.046,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ISLA CEDROS","POPOTLA","no",32.2805272222222,-117.030984861111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","NAVOLATO","CAMPO PESQUERO COSPITA",NA,24.7618565826978,-107.683397361755,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LORETO","SAN EVARISTO","yes",24.9107591666667,-110.709708611111,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","ISLA CEDROS","LA SALINA","no",32.0532993055556,-116.878805416667,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUERTO SAN CARLOS","no",24.7897455555556,-112.108061944444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","PUERTO CUCHILLO","no",29.2399,-114.8218,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","PUNTA CUCHILLA","no",29.2399,-114.8218,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA TORTUGAS","PUNTA CANDELEROS","yes",27.4385,-112.3135,"state_site","Mel's state.site key","Central_Gulf","sea","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","PAILABOTE","no",25.54745,-112.066,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LOS MOCHIS","RIO SAN LORENZO",NA,24.246,-107.421,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","VARIOS CAMPOS",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ESTEO LAS TIJERAS","no",24.8183,-112.1532,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ENSENADA","LA COLORADA","no",28.1164,-115.3506,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","ISLA TIBURON","yes",29.02020445,-112.3687312,"state_office_site","Hem's state.site.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","CHUPALODO","no",25.1,-112.05,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GOLFO SANTA CLARA","BAHIA LOBOS","yes",27.3531502222222,-110.453230322222,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","LOS MOCHIS","LA ENSENADA",NA,24.7472013888889,-107.649602777778,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","SAN BLAS","PLAYA LA PENITA JALTEMBA",NA,21.3633,-105.2427,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","MAZATLAN","LA BALLENA",NA,25.9675461111111,-109.386728888889,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","PUNTA VERDE II","yes",26.67,-111.81,"state_site","Mel's state.site key","Central_Gulf","sea","Region_3",NA,"Region_3","yes",NA,"yes"
"BAJA CALIFORNIA","MEXICALI","PUNTA EL PESCADOR","yes",28.9362636,-113.3833794,"state_site","Hem's state.site key","Midriff_Region","sea","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","LA PAZ","LAGUNA SAN IGNACIO","no",26.884916703052,-113.167141068228,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA REFORMA","BOCA DEL RIO",NA,25.28701,-108.4981675,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","CULIACAN","CAPOMITOS",NA,26.41521475,-108.51296235,"state_site","Hem's state.site key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"NAYARIT","CRUZ HUANACAXTLE","HIGUERA BLANCA",NA,20.7985144444444,-105.466691944444,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAGUNA TLAQUE","no",24.8578,-112.0624,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","BOCA LA SOLEDAD","no",25.2792,-112.142,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPO","PRESA BACHOCO","yes",27.5835,-109.8057,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,"yes","yes"
"BAJA CALIFORNIA","BAHIA LOS ANGELES","PUERTO SAN CARLOS","no",29.6223743055556,-115.472849444444,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","PUERTO ESCONDIDO","no",25.81173,-111.309,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","CULIACAN","LA ORQUETA",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","PUERTO LIBERTAD","PAREDONCITO","yes",27.0556415277778,-109.910462638889,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA","EL ROSARIO","BAHIA LAS ANIMAS","yes",28.8536439666667,-113.3925432,"state_site","Hem's state.site key","Midriff_Region","land","Region_2",NA,"Region_2","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","BAJO DEL PERDIDO","no",28.039,-115.266,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","SAN LAZARO","no",24.7629,-112.2713,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","CULIACAN","EL HUITUSSI",NA,25.5053970833333,-108.771214305556,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LA REFORMA","EL JITZAMURI",NA,26.2120833,-109.26380555,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LA REFORMA","LOS DIQUES",NA,25.3777422689077,-107.827987906537,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","GUAYMAS","PUNTA CHUECA","yes",29.0113644444444,-112.15813625,"state_site","Hem's state.site key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SINALOA","GUASAVE","CAMPO PESQUERO COSTA AZUL",NA,25.6967337583303,-108.220619264732,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","EL CASTILLO",NA,23.86915375,-107.020830555556,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","CULIACAN","MARISMA EL HUIZACHE",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","SAN FELIPE","CAMPO PESQUERO JUAREZ","no",29.035,-118.365,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA REFORMA","BAHIA SANTA MARIA",NA,24.953,-108.027,"state_office_site","Hem's state.site.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","CD. OBREGON","R. PORTUARIO PCO","yes",31.317,-113.538,"state_site","Mel's state.site key","Upper_Gulf","land","Region_5",NA,"Region_5","yes","yes","yes"
"SINALOA","GUASAVE","BAHIA ALTATA",NA,24.568,-107.832,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LORETO","MUELLE PROD. PESQ. MATANCITAS","no",25.147,-111.998,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","SANTA BARBARA","yes",26.678,-109.542,"state_site","Mel's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","CAMPO EL DATIL","no",27.76,-113.91,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","EL FUERTE","DAUTILLOS",NA,24.7226742222222,-107.974270711111,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","EL JITZAMURI",NA,26.2120833,-109.26380555,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","PURTO ARGUDIN","no",24.578448,-111.799567,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","BAHIA KINO","PAREDONCITO","yes",27.0556415277778,-109.910462638889,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","LAGUNA SAN IGNACIO","no",26.884916703052,-113.167141068228,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LOS MARROS","no",27.6944,-114.8683,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GUAYMAS","EL MEZQUITE","yes",28.0691,-111.15,"state_site","Mel's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","GUASAVE","SAN BUENAVENTURA",NA,25.958,-108.231,"state_office_site","Hem's state.site.office key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","MUELLE FISCAL SAN CARLOS","no",24.79,-112.11,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO PENASCO","BAHIA BACHOCO","yes",26.637,-109.428,"state_site","Hem's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","HUATABAMPO","PUERTO LIBERTAD","yes",29.9063851388889,-112.683225555556,"state_site","Hem's state.site key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","ESTERO EL CHISGUETE","no",24.7767,-111.9684,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","GUAYMAS","SANTA BARBARA","yes",26.678,-109.542,"state_site","Mel's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","GUAYMAS","PRESA BACHOCO","yes",27.5835,-109.8057,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,"yes","yes"
"SONORA","GUAYMAS","LA ATANACIA","yes",27.1412,-110.2149,"state_site","Mel's state.site key","Central_Gulf","sea","Region_7",NA,"Region_7","yes","yes","yes"
"SONORA","CD. OBREGON","BAHIA KINO","yes",28.80836125,-111.948842638889,"state_site","Hem's state.site key","Midriff_Region","sea","Region_6",NA,"Region_6","yes","yes","yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","EL PARAISO","no",25.521,-112.077,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","PUNTA PRESITA",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL ROSARIO","PALMITO DEL VERDE",NA,22.6572176388889,-105.767641388889,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","SANTA ELENITA, COMONDU","no",25.1,-112.01,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TUXPAN","LOS JIOTES",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","TECUALA","PRESA AGUAMILPA",NA,21.37906805,-104.90871975,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","LOS MOCHIS","MAICULIS",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","LOS MOCHIS","PRESA GUILLERMO BLAKE AGUILAR",NA,26.303,-108.666,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","GUASAVE","PRESA LUIS DONALDO COLOSIO",NA,26.844722,-108.368889,"state_site","Hem's state.site key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"SINALOA","CULIACAN","LAS DIVISAS Y CARBANERAS",NA,24.5754023451913,-107.424419290528,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","GUADALAJARA","RIO LERMA","no",20.35,-102.33,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA PAZ","PRESA ALBERTO ANDRES ALVARADO ARAMBURO",NA,23.9653019673961,-110.278865826857,"state_office","Hem's state.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"SINALOA","CULIACAN","PRESA JOSEFA ORTIZ DOMINGUEZ",NA,26.463,-108.6835,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","CHAPALA","EMBARCADERO PRESA LA YESCA","yes",21.12,-104.07,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","CHAPALA","LOS ARRAYANES","yes",20.37,-103.16,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","TUXPAN","CORTINA, LA",NA,22.0870969265372,-105.117770520497,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"JALISCO","OCOTLAN","DESAGUE","yes",20.435,-103.23,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","LA REFORMA","SANALONA",NA,24.8107580555556,-107.133759722222,"state_site","Hem's state.site key",NA,NA,NA,"Region_8","Region_8","yes","yes","yes"
"SINALOA","LA REFORMA","MAICULIS",NA,25.3777422689077,-107.827987906537,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","EL FUERTE","ALTA MAR",NA,22.877,-106.475,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","MAHAHUAL",NA,22.83,-106.03,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TUXPAN","PRESA AGUAMILPA",NA,21.37906805,-104.90871975,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","LOS MOCHIS","JOSEFA ORTIZ DOMINGUEZ",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"JALISCO","CHAPALA","LAGUNA CAJITITLAN","yes",20.4175,-103.3102,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"JALISCO","CHAPALA","PRESA LA RED","yes",20.43,-102.48,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","MAZATLAN","EL CASTILLO",NA,23.1947,-106.339241944444,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"NAYARIT","TEPIC","SAN BLAS",NA,21.5417380555556,-105.286046388889,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"SINALOA","LOS MOCHIS","TEACAPAN, SIN.",NA,25.9061091802143,-109.000942361955,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","PUERTO PENASCO","SANCHEZ MAGALLANES",NA,31.2062957681437,-112.840131163667,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SONORA","GUAYMAS","PUERTO ANGEL",NA,27.9926880336712,-110.86508759233,"state_office","Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","PUNTA ABREOJOS","no",26.715159662963,-113.574164922222,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO PENASCO","PUERTO ABRIGO",NA,31.2062957681437,-112.840131163667,"state_office","Hem's state.office key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"SINALOA","MAZATLAN","SAN BLAS",NA,25.4782348611111,-108.20832375,"state_site","Hem's state.site key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SINALOA","MAZATLAN","SALINA CRUZ",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"SONORA","GOLFO SANTA CLARA","GUAYMAS","yes",27.92151,-110.8915,"state_site","Hem's state.site key","Central_Gulf","land","Region_7",NA,"Region_7","yes","yes","yes"
"SINALOA","MAZATLAN","PUERTO MADERO",NA,23.4941163147551,-106.379649136752,"state_office","Hem's state.office key","Southern_Gulf","land","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA","VILLA JESUS MARIA","LA PALMITA",NA,30.541764212963,-115.212349537037,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SINALOA","TOPOLOBAMPO","CAMPO EL COLORADITO",NA,25.6153795297504,-109.024498822464,"state_office","Hem's state.office key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","MUELLE PROD. PESQ. MATANCITAS","no",25.147,-111.998,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","PUERTO PENASCO","SAN CARLOS","yes",31.4121605555556,-111.918978333333,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,"yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","LIGUI","yes",25.7357780555556,-111.271201666667,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"NAYARIT","SAN BLAS","CUMBRES HUICICILA",NA,21.3181738888889,-105.012352222222,"state_site","Hem's state.site key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"NAYARIT","SAN BLAS","AYALAS, LOS",NA,21.5467247384409,-105.258214734707,"state_office","Hem's state.office key","Southern_Gulf","land","Region_9","Region_9","Region_9","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","SANTA ROSA","yes",23.9787201388889,-110.005836944444,"state_office_site","Hem's state.site.office key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SAN CARLOS","BOCA LAS ANIMAS","no",25.6803,-112.0938,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"SONORA","HUATABAMPO","LA CINITA","yes",30.8508702951696,-113.016280866365,"state_site","Hem's state.site key","Midriff_Region","land","Region_6",NA,"Region_6","yes","yes","yes"
"BAJA CALIFORNIA","ENSENADA","PUNTA DIABLO","no",28.9067,-114.4608,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"NAYARIT","SANTIAGO IXCUINTLA","LA NUEVA U",NA,21.9838665077391,-104.896760868459,"state_office","Hem's state.office key",NA,NA,NA,"Region_9","Region_9","yes","yes","yes"
"SINALOA","NAVOLATO","MAHAHUAL",NA,22.83,-106.03,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_8","Region_8","Region_8","yes","yes","yes"
"BAJA CALIFORNIA SUR","LA PAZ","PUERTO AGUA VERDE","yes",25.5120663888889,-111.071265277778,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","PUNTA LOBOS","no",23.41709515,-110.23066565,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","ESTERO SANTO DOMINGO","no",25.4021,-112.0835,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SAN CARLOS","LAS POCITAS","no",24.39413,-111.105418611111,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","ISLA CEDROS","PUNTA NORTE","no",28.3543833333333,-115.194740555556,"state_office_site","Hem's state.site.office key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","PUERTO ADOLFO LOPEZ MATEOS","no",25.1929061111111,-112.110613611111,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","SANTA ROSALIA","HORNITOS NUEVOS","no",27.828,-114.9958,"state_site","Mel's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LORETO","EL SARGENTO","yes",24.0816686111111,-109.993689166667,"state_site","Hem's state.site key","Southern_Gulf","land","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA SUR","SANTA ROSALIA","PUNTA COYOTE","no",24.5108147222222,-110.466567222222,"state_site","Hem's state.site key","Southern_Gulf","sea","Region_4",NA,"Region_4","yes",NA,"yes"
"BAJA CALIFORNIA","ENSENADA","LA PUNTITA",NA,28.528,-114.077,"state_site","Hem's state.site key",NA,NA,NA,NA,NA,NA,NA,NA
