"state","landing_site","inside_GOC","est_habitat","lat_est","lon_est","latlon_est_flag","HemKey_lat","HemKey_lon","HemPermitKey_lat","HemPermitKey_lon","MelKey_lat","MelKey_lon"
"BAJA CALIFORNIA SUR","AGUAS LITORALES (LOS CABOS)","yes",NA,23.3,-109.9,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.3,-109.9,"Baja_California_Sur_South",NA
"SONORA","RIBERA DE LA PRESA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PLAYITA DE ENMEDIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","ALVARADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","ALVARADO",NA,"marine",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Veracruz"
"SONORA","ACAPULCO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","BORDO MIRAFLORES",NA,"freshwater",20.24,-103.07,NA,20.24,-103.07,20.52,-103.14,"Nayarit/Jalisco","Jalisco"
"SONORA","MANZANILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA RAZA","yes",NA,28.83,-112.99,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.83,-112.99,"Baja_California_Sur_North",NA
"MICHOACAN","COSTA DE SAN JUAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PRESA EL OCOTE",NA,"freshwater",20.67,-103.3,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.67,-103.3,"Nayarit/Jalisco","Jalisco"
"SONORA","SAN LUIS POTOSI",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PLAYITA DE ENMEDIO","no","marine",19.37,-104.5,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,19.37,-104.5,NA,"Nayarit–Jalisco coast"
"MICHOACAN","PRESA JOSE LOPEZ PORTILLO (COMEDERO)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","RIO AMECA Y ARROYO DE LOS REYES",NA,"marine",20.61,-105.23,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.61,-105.23,"Nayarit/Jalisco","Jalisco"
"MICHOACAN","LA ANGOSTURA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","RIO MARABASCO","no","marine",19.33,-104.45,NA,19.33,-104.45,19.21,-104.68,NA,"Colima/Jalisco boundary"
"BAJA CALIFORNIA SUR","SAN RAFAEL","no",NA,28.52,-113.01,NA,23.2957083333333,-110.080235,28.52,-113.01,"Baja_California_Sur_North",NA
"OAXACA","CACALOTEPEC",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","CHUPALODO (CAMPO PESQUERO)","no",NA,25.1,-112.05,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.1,-112.05,"Baja_California_Sur_South",NA
"JALISCO","EMBARCADERO PRESA LA YESCA",NA,"freshwater",21.12,-104.07,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,21.12,-104.07,"Nayarit/Jalisco","Nayarit/Jalisco border dam"
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","no",NA,27.9718330555556,-114.053021111111,NA,27.9718330555556,-114.053021111111,27.98,-114.044,"Baja_California_Sur_North",NA
"GUERRERO","EL BULE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","LA CEIBA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","VALLE DE LA URRACA, EL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","CANTON, EL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA VERDE I (PACIFICO)","no",NA,26.7,-113.3,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.7,-113.3,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","PUNTA PEQUENA","no",NA,26.2283,-112.4912,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.2283,-112.4912,"Baja_California_Sur_South",NA
"NAYARIT","ARROYO LA BARRANCA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MORRO SANTO DOMINGO","no",NA,28.2551,-114.124,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.2551,-114.124,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","ISLA LA ASUNCION","no",NA,27.1035,-114.29,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.1035,-114.29,"Baja_California_Sur_North",NA
"GUERRERO","EL PAROTAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","DIQUE NO.3",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA CONO (VARADERO)","no",NA,27.45,-114.6,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.45,-114.6,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","VARDERO LOS HOJITOS","no",NA,28.296,-114.09,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.296,-114.09,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","AGUAS LITORALES (SAN SAN CARLOS)","no",NA,24.7902,-112.1012,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.7902,-112.1012,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","AGUAS LITORALES (BAHIA ASUNSION)","no",NA,27.13,-114.29,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.13,-114.29,"Baja_California_Sur_North",NA
"SINALOA","SALSIPUEDES",NA,NA,25.3430825,-108.236899444444,NA,25.3430825,-108.236899444444,NA,NA,NA,NA
"OAXACA","COL. GABRIEL RAMOS MILLAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"COLIMA","COLIMILLA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LAS IGUANAS",NA,NA,23.5041441666667,-106.177094444444,NA,23.5041441666667,-106.177094444444,NA,NA,NA,NA
"BAJA CALIFORNIA","PUNTA EL TOMATAL","no",NA,28.494,-114.06,NA,28.494,-114.06,28.494,-114.06,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","LOS MUERTITOS","no",NA,27.8766,-115.178,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.8766,-115.178,"Baja_California_Sur_North",NA
"NAYARIT","LAGUNA DE MASTRANZO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL UNO","no",NA,26.9,-113.2,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.9,-113.2,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","PIEDRA BOLAS","yes",NA,23.244,-109.438,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.244,-109.438,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","EL QUEMADO","yes",NA,28.929,-113.412,NA,31.52526,-116.603,28.929,-113.412,"Baja_California_South",NA
"BAJA CALIFORNIA","PUNTA CHINA","no",NA,31.5105,-116.6455,NA,31.5105,-116.6455,31.5105,-116.6455,"Baja_California_North",NA
"BAJA CALIFORNIA SUR","PUNTA CABEZA MECHUDA","yes",NA,24.809,-110.657,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.809,-110.657,"Baja_California_Sur_South",NA
"CHIAPAS","TRES PICOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","LA JICARA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","SENTISPAC",NA,NA,21.8057061111111,-105.347164722222,NA,21.8057061111111,-105.347164722222,NA,NA,NA,NA
"MICHOACAN","PRESA ORANDINO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","FTE.MPIO.JOSE AZUETA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","COL. LUIS ESPINOZA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"CHIAPAS","CHIAPAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LA PLAYA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LA ORTIGA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","RIO SAN LORENZO",NA,NA,24.246,-107.421,NA,24.246,-107.421,NA,NA,NA,NA
"SONORA","SAN FELIPE","yes",NA,31.025,-114.845,NA,28.651045,-111.433909444444,31.025,-114.845,"Sonora_Mid",NA
"BAJA CALIFORNIA SUR","PUNTA EL PATO","no",NA,27.7855,-114.5891,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.7855,-114.5891,"Baja_California_Sur_North",NA
"GUERRERO","LOS COMEDORES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","PALAPA LOS MANGOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","LA PINTA","yes",NA,31.2639963888889,-113.220950277778,NA,31.2639963888889,-113.220950277778,31.254,-113.21,"Sonora_Mid",NA
"BAJA CALIFORNIA","ISLA SANTA ISABEL O EL HUERFANITO","yes",NA,29.603,-114.476,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,29.603,-114.476,"Baja_California_South",NA
"MICHOACAN","BARRIO LOS CERRITOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","MUELLE OJO DE AGUA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","CUAMIO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","BORDO EL CASTILLO",NA,"freshwater",20.63,-103.18,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.63,-103.18,"Nayarit/Jalisco","Jalisco"
"MICHOACAN","ISLA CERRO GRANDE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","EMBARCADERO LA CORTINA HOSTOTIPAQUILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","LAGUNAS LAS GARZAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","RIVERA RIO BALSAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","TECOMAPA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","PUENTE 3",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","VARADERO LOS PARALES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","TEPUXTEPEC",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","BAHIA SAN RAFAEL","no",NA,28.48657,-113.0283,NA,28.48657,-113.0283,28.5235,-113.0066,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","LAGUNA MANUELA","no",NA,27.7,-114.35,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.7,-114.35,"Baja_California_Sur_North",NA
"NAYARIT","EL ATRACADERO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LA ISLA DEL ARENAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ENSENADA","yes",NA,25.7252,-111.2205,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.7252,-111.2205,"Baja_California_Sur_South",NA
"JALISCO","PUENTE SAN PEDRO ANALCO",NA,"marine",20.55,-105.24,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.55,-105.24,"Nayarit/Jalisco","Jalisco"
"SINALOA","EL TASAJAL",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","TENENCIA TEPUXTEPEC",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA CONO","no",NA,27.45,-114.6,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.45,-114.6,"Baja_California_Sur_North",NA
"SINALOA","LAS MULAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","RIO EL CORTE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","PUNTA VERDE II (GOLFO DE CALIFORNIA)","yes",NA,26.67,-111.81,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.67,-111.81,"Baja_California_Sur_North",NA
"OAXACA","CERRO DE ORO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","ISLA SAN ILDEFONSO","yes",NA,26.6322222,-111.43,NA,26.6322222,-111.43,26.623,-111.408,"Baja_California_Sur_North",NA
"JALISCO","BAHIA DE PERULA","no","marine",19.31,-105.04,NA,19.31,-105.04,19.38,-105.05,NA,"Jalisco"
"SONORA","RIB. ALTA 2DA SEC.",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","EL CAJETE","yes",NA,24.2495411111111,-110.606576666667,NA,24.2495411111111,-110.606576666667,24.2512,-110.5951,"Baja_California_Sur_South",NA
"SINALOA","EL CAREY",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","SAN NICOLAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","RIO LAS JUNTAS",NA,"marine",21,-104.15,NA,21,-104.15,20.65,-105.23,"Nayarit/Jalisco","Jalisco"
"JALISCO","LAGUNA EL DELFIN","no","marine",20.24,-105.02,NA,20.24,-105.02,19.4,-105.08,NA,"Jalisco"
"BAJA CALIFORNIA SUR","VILLA DE JESUS MARIA","no",NA,28.28,-114,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.28,-114,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA SUR","EL CAMPITO (EN BAHIA TORTUGAS)","no",NA,27.7,-114.9,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.7,-114.9,"Baja_California_Sur_North",NA
"BAJA CALIFORNIA","PUNTA MORRO","no",NA,31.8576,-116.6678,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,31.8576,-116.6678,"Baja_California_North",NA
"CHIAPAS","COLONIA ESMERALDA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","ENRAMADA DE INFIERNILLO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","SAN JUAN BENITO JUAREZ",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PRESA PICACHOS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL TIGRE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","LAGO DE CATEMACO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","ATOYAC",NA,"freshwater",20.0105555555556,-103.516388888889,NA,20.0105555555556,-103.516388888889,20.55,-103.25,"Nayarit/Jalisco","Jalisco"
"BAJA CALIFORNIA SUR","ESTERO LAGUNA MANUELA B.C.N.","no",NA,28.1308,-114.068,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.1308,-114.068,"Baja_California_Sur_North",NA
"CHIAPAS","EJIDO VEGA DEL PASO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","ESTANQUE DE LA MORA",NA,"freshwater",20.54,-103.26,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.54,-103.26,"Nayarit/Jalisco","Jalisco"
"NAYARIT","MARGEN DE LA PRESA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","GUERRERO NEGRO","no",NA,27.98,-114.044,NA,27.98,-114.044,27.98,-114.044,"Baja_California_South",NA
"JALISCO","ESTERO BOCANEGRA","no","marine",20.67,-105.27,NA,20.67,-105.27,19.33,-105.01,NA,"Jalisco"
"BAJA CALIFORNIA SUR","LAS OCHO BOMBAS","no",NA,25.1,-112.05,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.1,-112.05,"Baja_California_Sur_South",NA
"MICHOACAN","CAPACHO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"MICHOACAN","UCASANASTACUA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BOCA SAN DIEGO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PLAN DE GUADALUPE",NA,NA,25.69184,-109.097,NA,25.69184,-109.097,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","MORRO LOS FRAILES","yes",NA,23.32,-109.424,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.32,-109.424,"Baja_California_Sur_South",NA
"NAYARIT","EMBARCADERO LA PRESA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","BAHIA BLANCA","no",NA,29.102,-114.699,NA,29.102,-114.699,29.102,-114.699,"Baja_California_South",NA
"JALISCO","LOS PRADITOS",NA,"marine",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Veracruz"
"SINALOA","PUENTE DE AGUA VERDE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","EMBARCADERO LA CORTINA HOSTOTIPAQUILLO",NA,"freshwater",21.03,-104.86,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,21.03,-104.86,"Nayarit/Jalisco","Nayarit/Jalisco border"
"SINALOA","LAS TRES TUMBAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","BORDO EL CANAL",NA,"freshwater",20.62,-103.2,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.62,-103.2,"Nayarit/Jalisco","Jalisco"
"MICHOACAN","MUELLE MOLINO VIEJO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","GUAYMAS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","PUNTA PRESITA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","CUMBRES DE HUICICILA",NA,NA,21.3181738888889,-105.012352222222,NA,21.3181738888889,-105.012352222222,NA,NA,NA,NA
"BAJA CALIFORNIA SUR","LA CALAVERA","yes",NA,24.17,-110.32,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.17,-110.32,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PLAYA SALINAS","yes",NA,23.073,-109.628,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.073,-109.628,"Baja_California_Sur_South",NA
"JALISCO","PRESA LA CALERA",NA,"freshwater",20.72,-103.16,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.72,-103.16,"Nayarit/Jalisco","Jalisco"
"BAJA CALIFORNIA","ROCA COMSAG",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","ESTERO CAPOA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LA VIA Y RAMON",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LA BOCANA",NA,NA,25.9834058333333,-109.259425555556,NA,25.9834058333333,-109.259425555556,NA,NA,NA,NA
"SINALOA","PUNTILLA DE HUIZACHE",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","LOS PARALES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PUENTE DE ARCOS",NA,"freshwater",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Sinaloa"
"SINALOA","LOS HORCONES (PRESA)",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","LA ESCOLLERA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SONORA","BAHIA LOS MUERTOS","yes",NA,23.9489,-109.8092,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,23.9489,-109.8092,"Sonora_South",NA
"BAJA CALIFORNIA SUR","LOMA AMARILLA","no",NA,25.6695,-112.137,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.6695,-112.137,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA","LA CARDONOSA","yes",NA,29.1189,-113.5831,NA,23.634501,-102.552784,29.1189,-113.5831,"Baja_California_South",NA
"JALISCO","CORTINA DE LA PRESA",NA,"freshwater",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Nayarit (El Cajón zone)"
"BAJA CALIFORNIA","BAHIA TORTUGAS","no",NA,27.69,-114.893,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,27.69,-114.893,"Baja_California_South",NA
"BAJA CALIFORNIA SUR","ROSALILLITA","yes",NA,26.5668,-111.7905,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.5668,-111.7905,"Baja_California_Sur_North",NA
"SONORA","BAHIA DE LOS ANGELES","yes",NA,28.956,-113.557,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,28.956,-113.557,"Sonora_Mid",NA
"SONORA","ESTERO SAN JORGE","yes",NA,25.7077,-112.0804,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.7077,-112.0804,"Sonora_South",NA
"BAJA CALIFORNIA SUR","AGUA BLANCA","no",NA,24.3734952777778,-111.143106944444,NA,24.3734952777778,-111.143106944444,23.5507,-110.3169,"Baja_California_Sur_South",NA
"SINALOA","ESTERO DE CAPOA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"OAXACA","ISLA ANGEL DE LA GUARDA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"BAJA CALIFORNIA","ZONA ESTEROS",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","CABO VIRGENES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BOCA DE LOS CARDONES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","RIO CRUCERO EL NARANJO",NA,"freshwater",20.56,-103.24,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,20.56,-103.24,"Nayarit/Jalisco","Jalisco"
"SONORA","MAZATLAN",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","EL TULAR",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"SINALOA","LAGUNA DE LOS ACHOTES",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"GUERRERO","BOCA SALADA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"JALISCO","PRESA ADOLFO RUIZ CORTINEZ",NA,"freshwater",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Sinaloa"
"JALISCO","NI√ëOS HEROES",NA,"marine",NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,"Oaxaca/Veracruz region"
"BAJA CALIFORNIA SUR","BOCA SANTO DOMINGO","no",NA,25.4993,-112.0988,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,25.4993,-112.0988,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","PUNTA LOBOS (EN LORETO)","yes",NA,26.005,-111.337,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,26.005,-111.337,"Baja_California_Sur_South",NA
"BAJA CALIFORNIA SUR","ENSENADA EL PULGUERO","yes",NA,24.3494,-110.2498,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,24.3494,-110.2498,"Baja_California_Sur_South",NA
"NAYARIT","CON. EL VADO",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
"NAYARIT","CARRETONES DE CERRITOS",NA,NA,21.7918,-104.8395,NA,21.7918,-104.8395,NA,NA,NA,NA
"CHIAPAS","COSTA BLANCA",NA,NA,NA,NA,"alert 5: unable to assign lat-long based on state and landing site",NA,NA,NA,NA,NA,NA
