"estimated_species_name","OHI_region","Year_of_Recommendation","status","control","notes"
"oligoplites refulgens, o. altus, o. saurus","region_5",2022,"maximally harvested","no increase",NA
"oligoplites refulgens, o. altus, o. saurus","region_6",2022,"maximally harvested","no increase",NA
"oligoplites refulgens, o. altus, o. saurus","region_7",2022,"maximally harvested","no increase",NA
"oligoplites refulgens, o. altus, o. saurus","region_8",2022,"maximally harvested","no increase",NA
"oligoplites refulgens, o. altus, o. saurus","region_9",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_1",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_2",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_3",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_4",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_5",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_6",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_7",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_8",2022,"maximally harvested","no increase",NA
"opisthonema bulleri","region_9",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_1",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_2",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_3",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_4",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_5",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_6",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_7",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_8",2022,"maximally harvested","no increase",NA
"opisthonema libertate","region_9",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_1",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_2",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_3",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_4",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_5",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_6",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_7",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_8",2022,"maximally harvested","no increase",NA
"opisthonema medirastre","region_9",2022,"maximally harvested","no increase",NA
"panopea generosa","region_1",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea generosa","region_2",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_1",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_2",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_3",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_4",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_5",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_6",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panopea globosa","region_7",2023,"maximally harvested","no increase","Within region variation in status, took most conservative"
"panulirus gracilis","region_5",2023,"development potential","increase",NA
"panulirus gracilis","region_6",2023,"development potential","increase",NA
"panulirus gracilis","region_7",2023,"development potential","increase",NA
"panulirus gracilis","region_8",2023,"maximally harvested","no increase",NA
"panulirus gracilis","region_9",2023,"maximally harvested","no increase","Nayarit has development potential, but went with the average"
"panulirus inflatus","region_5",2023,"development potential","increase",NA
"panulirus inflatus","region_6",2023,"development potential","increase",NA
"panulirus inflatus","region_7",2023,"development potential","increase",NA
"panulirus inflatus","region_8",2023,"maximally harvested","no increase",NA
"panulirus inflatus","region_9",2023,"maximally harvested","no increase","Nayarit has development potential, but went with the average"
"panulirus interruptus","region_1",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_2",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_3",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_4",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_5",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_6",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_7",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_8",2017,"maximally harvested","no increase",NA
"panulirus interruptus","region_9",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_1",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_2",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_3",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_4",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_5",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_6",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_7",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_8",2017,"maximally harvested","no increase",NA
"panulirus penicillatus","region_9",2017,"maximally harvested","no increase",NA
"paralabrax auroguttatus","region_1",2010,"","",NA
"paralabrax auroguttatus","region_2",2010,"","",NA
"paralabrax auroguttatus","region_3",2010,"","",NA
"paralabrax auroguttatus","region_4",2010,"","",NA
"paralabrax auroguttatus","region_5",2010,"","",NA
"paralabrax auroguttatus","region_6",2010,"","",NA
"paralabrax auroguttatus","region_7",2010,"","",NA
"paralabrax auroguttatus","region_8",2010,"","",NA
"paralabrax auroguttatus","region_9",2010,"","",NA
"paralabrax clathratus","region_1",2010,"","",NA
"paralabrax clathratus","region_2",2010,"","",NA
"paralabrax clathratus","region_3",2010,"","",NA
"paralabrax clathratus","region_4",2010,"","",NA
"paralabrax clathratus","region_5",2010,"","",NA
"paralabrax clathratus","region_6",2010,"","",NA
"paralabrax clathratus","region_7",2010,"","",NA
"paralabrax clathratus","region_8",2010,"","",NA
"paralabrax clathratus","region_9",2010,"","",NA
"paralabrax loro","region_1",2010,"","",NA
"paralabrax loro","region_2",2010,"","",NA
"paralabrax loro","region_3",2010,"","",NA
"paralabrax loro","region_4",2010,"","",NA
"paralabrax loro","region_5",2010,"","",NA
"paralabrax loro","region_6",2010,"","",NA
"paralabrax loro","region_7",2010,"","",NA
"paralabrax loro","region_8",2010,"","",NA
"paralabrax loro","region_9",2010,"","",NA
"paralabrax maculatofasciatus","region_1",2010,"","",NA
"paralabrax maculatofasciatus","region_2",2010,"","",NA
"paralabrax maculatofasciatus","region_3",2010,"","",NA
"paralabrax maculatofasciatus","region_4",2010,"","",NA
"paralabrax maculatofasciatus","region_5",2010,"","",NA
"paralabrax maculatofasciatus","region_6",2010,"","",NA
"paralabrax maculatofasciatus","region_7",2010,"","",NA
"paralabrax maculatofasciatus","region_8",2010,"","",NA
"paralabrax maculatofasciatus","region_9",2010,"","",NA
"paralabrax nebulifer","region_1",2023,"maximally harvested","no increase",NA
"paralabrax nebulifer","region_2",2023,"maximally harvested","no increase",NA
"paralabrax nebulifer","region_3",2023,"maximally harvested","no increase",NA
"paralabrax nebulifer","region_4",2023,"maximally harvested","no increase",NA
"paralichthys aestuarius","region_1",2010,"","",NA
"paralichthys aestuarius","region_2",2010,"","",NA
"paralichthys aestuarius","region_3",2010,"","",NA
"paralichthys aestuarius","region_4",2010,"","",NA
"paralichthys aestuarius","region_5",2010,"","",NA
"paralichthys aestuarius","region_6",2010,"","",NA
"paralichthys aestuarius","region_7",2010,"","",NA
"paralichthys aestuarius","region_8",2010,"","",NA
"paralichthys aestuarius","region_9",2010,"","",NA
"paralichthys californicus","region_1",2010,"","",NA
"paralichthys californicus","region_2",2010,"","",NA
"paralichthys californicus","region_3",2010,"","",NA
"paralichthys californicus","region_4",2010,"","",NA
"paralichthys californicus","region_5",2010,"","",NA
"paralichthys californicus","region_6",2010,"","",NA
"paralichthys californicus","region_7",2010,"","",NA
"paralichthys californicus","region_8",2010,"","",NA
"paralichthys californicus","region_9",2010,"","",NA
"paralichthys woolmani","region_1",2010,"","",NA
"paralichthys woolmani","region_2",2010,"","",NA
"paralichthys woolmani","region_3",2010,"","",NA
"paralichthys woolmani","region_4",2010,"","",NA
"paralichthys woolmani","region_5",2010,"","",NA
"paralichthys woolmani","region_6",2010,"","",NA
"paralichthys woolmani","region_7",2010,"","",NA
"paralichthys woolmani","region_8",2010,"","",NA
"paralichthys woolmani","region_9",2010,"","",NA
"patiria miniata","region_1",2004,"","",NA
"patiria miniata","region_2",2004,"","",NA
"patiria miniata","region_3",2004,"","",NA
"patiria miniata","region_4",2004,"","",NA
"patiria miniata","region_5",2004,"","",NA
"patiria miniata","region_6",2004,"","",NA
"patiria miniata","region_7",2004,"","",NA
"patiria miniata","region_8",2004,"","",NA
"patiria miniata","region_9",2004,"","",NA
"pecten vogdesi","region_1",2010,"","",NA
"pecten vogdesi","region_2",2010,"","",NA
"pecten vogdesi","region_3",2010,"","",NA
"pecten vogdesi","region_4",2010,"","",NA
"pecten vogdesi","region_5",2010,"","",NA
"pecten vogdesi","region_6",2010,"","",NA
"pecten vogdesi","region_7",2010,"","",NA
"pecten vogdesi","region_8",2010,"","",NA
"pecten vogdesi","region_9",2010,"","",NA
"phyllonotus erythrostomus","region_3",2023,"maximally harvested","no increase",NA
"phyllonotus erythrostomus","region_4",2023,"maximally harvested","no increase",NA
"phyllonotus erythrostomus","region_5",2023,"maximally harvested","no increase",NA
"phyllonotus erythrostomus","region_6",2023,"maximally harvested","no increase",NA
"phyllonotus erythrostomus","region_7",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_1",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_2",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_3",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_4",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_5",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_6",2023,"maximally harvested","no increase",NA
"pinna rugosa","region_7",2023,"maximally harvested","no increase",NA
"pisaster brevispinus","region_1",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_2",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_3",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_4",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_5",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_6",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_7",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_8",2012,"maximally harvested","no increase",NA
"pisaster brevispinus","region_9",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_1",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_2",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_3",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_4",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_5",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_6",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_7",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_8",2012,"maximally harvested","no increase",NA
"pisaster giganteus","region_9",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_1",2012,"maximally harvested","no increase","page 44, generalized"
"pisaster ochraceus","region_2",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_3",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_4",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_5",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_6",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_7",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_8",2012,"maximally harvested","no increase",NA
"pisaster ochraceus","region_9",2012,"maximally harvested","no increase",NA
"plastasterias latiradiata","region_1",2004,"","",NA
"plastasterias latiradiata","region_2",2004,"","",NA
"plastasterias latiradiata","region_3",2004,"","",NA
"plastasterias latiradiata","region_4",2004,"","",NA
"plastasterias latiradiata","region_5",2004,"","",NA
"plastasterias latiradiata","region_6",2004,"","",NA
"plastasterias latiradiata","region_7",2004,"","",NA
"plastasterias latiradiata","region_8",2004,"","",NA
"plastasterias latiradiata","region_9",2004,"","",NA
"pleuroncodes planipes","region_1",2004,"","",NA
"pleuroncodes planipes","region_2",2004,"","",NA
"pleuroncodes planipes","region_3",2004,"","",NA
"pleuroncodes planipes","region_4",2004,"","",NA
"pleuroncodes planipes","region_5",2004,"","",NA
"pleuroncodes planipes","region_6",2004,"","",NA
"pleuroncodes planipes","region_7",2004,"","",NA
"pleuroncodes planipes","region_8",2004,"","",NA
"pleuroncodes planipes","region_9",2004,"","",NA
"polymesoda sp.","region_1",2010,"","",NA
"polymesoda sp.","region_2",2010,"","",NA
"polymesoda sp.","region_3",2010,"","",NA
"polymesoda sp.","region_4",2010,"","",NA
"polymesoda sp.","region_5",2010,"","",NA
"polymesoda sp.","region_6",2010,"","",NA
"polymesoda sp.","region_7",2010,"","",NA
"polymesoda sp.","region_8",2010,"","",NA
"polymesoda sp.","region_9",2010,"","",NA
"pontinus vaughani 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"pontinus vaughani 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"pontinus vaughani 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"pontinus vaughani 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"prionace glauca","region_1",2023,"maximally harvested","no increase",NA
"prionace glauca","region_2",2023,"maximally harvested","no increase",NA
"prionace glauca","region_3",2023,"maximally harvested","no increase",NA
"prionace glauca","region_4",2023,"maximally harvested","no increase",NA
"prionace glauca","region_5",2023,"maximally harvested","no increase",NA
"prionace glauca","region_6",2023,"maximally harvested","no increase",NA
"prionace glauca","region_7",2023,"maximally harvested","no increase",NA
"prionace glauca","region_8",2023,"maximally harvested","no increase",NA
"prionace glauca","region_9",2023,"maximally harvested","no increase",NA
"pteria sterna","region_1",2010,"","",NA
"pteria sterna","region_2",2010,"","",NA
"pteria sterna","region_3",2010,"","",NA
"pteria sterna","region_4",2010,"","",NA
"pteria sterna","region_5",2010,"","",NA
"pteria sterna","region_6",2010,"","",NA
"pteria sterna","region_7",2010,"","",NA
"pteria sterna","region_8",2010,"","",NA
"pteria sterna","region_9",2010,"","",NA
"pycnopodia helianthoides","region_1",2004,"","",NA
"pycnopodia helianthoides","region_2",2004,"","",NA
"pycnopodia helianthoides","region_3",2004,"","",NA
"pycnopodia helianthoides","region_4",2004,"","",NA
"pycnopodia helianthoides","region_5",2004,"","",NA
"pycnopodia helianthoides","region_6",2004,"","",NA
"pycnopodia helianthoides","region_7",2004,"","",NA
"pycnopodia helianthoides","region_8",2004,"","",NA
"pycnopodia helianthoides","region_9",2004,"","",NA
"r. glaucostigma","region_1",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_2",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_3",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_4",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_5",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_6",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_7",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_8",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. glaucostigma","region_9",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_1",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_2",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_3",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_4",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_5",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_6",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_7",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_8",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"r. leucorhynchus","region_9",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"raja inornata","region_1",2010,"","",NA
"raja inornata","region_2",2010,"","",NA
"raja inornata","region_3",2010,"","",NA
"raja inornata","region_4",2010,"","",NA
"raja inornata","region_5",2010,"","",NA
"raja inornata","region_6",2010,"","",NA
"raja inornata","region_7",2010,"","",NA
"raja inornata","region_8",2010,"","",NA
"raja inornata","region_9",2010,"","",NA
"raja velezi","region_1",2010,"","",NA
"raja velezi","region_2",2010,"","",NA
"raja velezi","region_3",2010,"","",NA
"raja velezi","region_4",2010,"","",NA
"raja velezi","region_5",2010,"","",NA
"raja velezi","region_6",2010,"","",NA
"raja velezi","region_7",2010,"","",NA
"raja velezi","region_8",2010,"","",NA
"raja velezi","region_9",2010,"","",NA
"rhinobatos productus","region_1",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_2",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_3",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_4",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_5",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_6",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_7",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_8",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinobatos productus","region_9",2010,"","","Assigned new estimated_genus_name, Pseudobatos"
"rhinoptera steindachneri","region_1",2010,"","",NA
"rhinoptera steindachneri","region_2",2010,"","",NA
"rhinoptera steindachneri","region_3",2010,"","",NA
"rhinoptera steindachneri","region_4",2010,"","",NA
"rhinoptera steindachneri","region_5",2010,"","",NA
"rhinoptera steindachneri","region_6",2010,"","",NA
"rhinoptera steindachneri","region_7",2010,"","",NA
"rhinoptera steindachneri","region_8",2010,"","",NA
"rhinoptera steindachneri","region_9",2010,"","",NA
"rhizoprionodon longurio","region_1",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_2",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_3",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_4",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_5",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_6",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_7",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_8",2023,"maximally harvested","no increase",NA
"rhizoprionodon longurio","region_9",2023,"maximally harvested","no increase",NA
"roncador stearnsi","region_1",2010,"","",NA
"roncador stearnsi","region_2",2010,"","",NA
"roncador stearnsi","region_3",2010,"","",NA
"roncador stearnsi","region_4",2010,"","",NA
"roncador stearnsi","region_5",2010,"","",NA
"roncador stearnsi","region_6",2010,"","",NA
"roncador stearnsi","region_7",2010,"","",NA
"roncador stearnsi","region_8",2010,"","",NA
"roncador stearnsi","region_9",2010,"","",NA
"sarda chiliensis chiliensis","region_4",2012,"development potential","no increase",NA
"sarda chiliensis chiliensis","region_8",2012,"development potential","no increase",NA
"sardinops caeruleus","region_1",2010,"","","possibly in 2022 as Sardina monterrey	Sardinops sagax"
"sardinops caeruleus","region_2",2010,"","",NA
"sardinops caeruleus","region_3",2010,"","",NA
"sardinops caeruleus","region_4",2010,"","",NA
"sardinops caeruleus","region_5",2010,"","",NA
"sardinops caeruleus","region_6",2010,"","",NA
"sardinops caeruleus","region_7",2010,"","",NA
"sardinops caeruleus","region_8",2010,"","",NA
"sardinops caeruleus","region_9",2010,"","",NA
"sardinops sagax","region_1",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_2",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_3",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_4",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_5",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_6",2022,"maximally harvested","no increase",NA
"sardinops sagax","region_7",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_1",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_2",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_3",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_4",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_5",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_6",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_7",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_8",2022,"maximally harvested","no increase",NA
"scomber japonicus","region_9",2022,"maximally harvested","no increase",NA
"scomberomorus concolor","region_1",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_2",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_3",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_4",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_5",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_6",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_7",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_8",2023,"maximally harvested","no increase",NA
"scomberomorus concolor","region_9",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_1",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_2",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_3",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_4",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_5",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_6",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_7",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_8",2023,"maximally harvested","no increase",NA
"scomberomorus sierra","region_9",2023,"maximally harvested","no increase",NA
"sebastes atrovirens 1a","region_1",2012,"maximally harvested","no increase",NA
"sebastes atrovirens 1a","region_2",2012,"maximally harvested","no increase",NA
"sebastes atrovirens 1a","region_3",2012,"maximally harvested","no increase",NA
"sebastes atrovirens 1a","region_4",2012,"maximally harvested","no increase",NA
"sebastes caurinus1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes caurinus1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes caurinus1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes caurinus1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes chlorostictus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes chlorostictus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes chlorostictus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes chlorostictus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes chrysomelas 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes chrysomelas 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes chrysomelas 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes chrysomelas 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes constellatus 1a,1aa,1b","region_1",2012,"maximally harvested","no increase",NA
"sebastes constellatus 1a,1aa,1b","region_2",2012,"maximally harvested","no increase",NA
"sebastes constellatus 1a,1aa,1b","region_3",2012,"maximally harvested","no increase",NA
"sebastes constellatus 1a,1aa,1b","region_4",2012,"maximally harvested","no increase",NA
"sebastes elongatus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes elongatus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes elongatus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes elongatus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes ensifer 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes ensifer 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes ensifer 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes ensifer 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes entomelas 1a","region_1",2012,"maximally harvested","no increase",NA
"sebastes entomelas 1a","region_2",2012,"maximally harvested","no increase",NA
"sebastes entomelas 1a","region_3",2012,"maximally harvested","no increase",NA
"sebastes entomelas 1a","region_4",2012,"maximally harvested","no increase",NA
"sebastes goodei 1a,1aa,1b","region_1",2012,"maximally harvested","no increase",NA
"sebastes goodei 1a,1aa,1b","region_2",2012,"maximally harvested","no increase",NA
"sebastes goodei 1a,1aa,1b","region_3",2012,"maximally harvested","no increase",NA
"sebastes goodei 1a,1aa,1b","region_4",2012,"maximally harvested","no increase",NA
"sebastes hopkinsi 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes hopkinsi 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes hopkinsi 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes hopkinsi 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes levis 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes levis 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes levis 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes levis 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes macdonaldi 1a,1aa,1b,1d","region_1",2012,"maximally harvested","no increase",NA
"sebastes macdonaldi 1a,1aa,1b,1d","region_2",2012,"maximally harvested","no increase",NA
"sebastes macdonaldi 1a,1aa,1b,1d","region_3",2012,"maximally harvested","no increase",NA
"sebastes macdonaldi 1a,1aa,1b,1d","region_4",2012,"maximally harvested","no increase",NA
"sebastes melanops 1a,1aa,1b","region_1",2012,"maximally harvested","no increase",NA
"sebastes melanops 1a,1aa,1b","region_2",2012,"maximally harvested","no increase",NA
"sebastes melanops 1a,1aa,1b","region_3",2012,"maximally harvested","no increase",NA
"sebastes melanops 1a,1aa,1b","region_4",2012,"maximally harvested","no increase",NA
"sebastes melanosema 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes melanosema 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes melanosema 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes melanosema 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes melanostomus 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes melanostomus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes melanostomus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes melanostomus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes miniatus 1a,1aa","region_1",2012,"maximally harvested","no increase","page 67, generalized"
"sebastes miniatus 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes miniatus 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes miniatus 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes mystinus 1a","region_1",2012,"maximally harvested","no increase",NA
"sebastes mystinus 1a","region_2",2012,"maximally harvested","no increase",NA
"sebastes mystinus 1a","region_3",2012,"maximally harvested","no increase",NA
"sebastes mystinus 1a","region_4",2012,"maximally harvested","no increase",NA
"sebastes paucispinis 1a,1aa","region_1",2012,"maximally harvested","no increase",NA
"sebastes paucispinis 1a,1aa","region_2",2012,"maximally harvested","no increase",NA
"sebastes paucispinis 1a,1aa","region_3",2012,"maximally harvested","no increase",NA
"sebastes paucispinis 1a,1aa","region_4",2012,"maximally harvested","no increase",NA
"sebastes rastrelliger 1a","region_1",2012,"maximally harvested","no increase",NA
"sebastes rastrelliger 1a","region_2",2012,"maximally harvested","no increase",NA
"sebastes rastrelliger 1a","region_3",2012,"maximally harvested","no increase",NA
"sebastes rastrelliger 1a","region_4",2012,"maximally harvested","no increase",NA
